areaNm,areaCd,areaCongestLvl,areaCongestMsg,temp,humidity,pm10,collectedAt,prkNm,prkCd,prkType,cpcty,curPrkCnt,curPrkYn,curPrkTime,payYn,rates,timeRates,addRates,addTimeRates,address,roadAddr,lng,lat
신림역,POI039,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:27.822593,서원동제1공영(구),1487237,NS,34,,N,,Y,250,5,0,0,관악구 신림동 1642-7,,126.93,37.48
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,예일주차장(민영),3030380,NP,23,,N,,Y,1500,30,1000,10,강북구 수유동 178-43,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,수유3동 주민센터,3086864,BS,5,,N,,N,0,0,0,0,강북구 수유동 223-8,,127.02,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,시범 공영주차장(구),172562,NW,45,,N,,Y,250,5,250,5,강북구 수유동 190-11,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,강북구청,955032,BP,80,,N,,Y,250,5,250,5,강북구 수유동 192-59,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,에피소드 수유 838,2919459,BS,558,,N,,Y,1000,15,1000,15,강북구 수유동 740-0,,127.02,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,가오천 노상공영(구),74588,NS,63,,N,,Y,200,5,200,5,강북구 수유동 181-40,,127.02,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,구청앞(구),1368524,NS,20,,N,,Y,250,5,250,5,강북구 수유동 191-1,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,구청앞(구),1368524,NS,1,,N,,Y,250,5,250,5,강북구 수유동 191-1 강북구 도봉로 20가길 3,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,NH농협은행 강북중앙지점 주차장,3030578,BS,9,,N,,N,0,0,0,0,강북구 수유동 174-5,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,천지빌딩 주차장,956641,BS,24,,N,,Y,2000,30,500,10,강북구 수유동 174-17,,127.03,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,현대크리스탈 주차장,3092084,BS,40,,N,,Y,3000,60,3000,60,강북구 수유동 224-15,,127.02,37.64
수유역,POI036,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.117604,시범 공영주차장(구),172562,NW,45,45,Y,2025-08-09 18:02:41,Y,250,,250,,강북구 수유동 190-11,강북구 한천로139가길 10,127.03,37.64
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,에이스타워 마곡 주차장,3019911,BS,184,,N,,Y,1500,30,1500,30,강서구 마곡동 797-0,,126.83,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,삼보주차장(민영),172978,NP,32,,N,,Y,1500,30,500,10,강서구 등촌동 678-8,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,엠펠리체호텔 주차장,3019320,BS,134,,N,,Y,0,30,1000,30,강서구 마곡동 797-10,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,마곡사이언스파크뷰 주차장,3200523,BS,181,,N,,Y,1500,30,500,10,강서구 마곡동 795-5,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,NC 강서점,1039644,BS,934,,N,,Y,1000,10,1000,10,강서구 등촌동 689-0,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,공항컨벤션웨딩홀,3019052,BS,59,,N,,Y,2000,30,1000,10,강서구 내발산동 654-0,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,베뉴지웨딩,3032532,BS,530,,N,,Y,2000,30,1000,15,강서구 등촌동 678-14,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,에이스프라자 주차장,3010926,BS,40,,N,,Y,1500,30,1500,30,강서구 마곡동 772-8,,126.83,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,VIPS프리미어 등촌점,3029609,BS,50,,N,,Y,1000,30,1000,30,강서구 등촌동 669-0,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,호서프라자빌딩,2982978,BS,57,,N,,Y,2000,30,0,0,강서구 등촌동 680-3,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,퀸즈파크나인 주차장,3021016,BS,552,,N,,Y,500,10,500,10,강서구 마곡동 797-1,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,더퍼스트스테이호텔 주차장,3020863,BS,92,,N,,Y,1500,30,1500,30,강서구 마곡동 797-12,,126.84,37.56
발산역,POI027,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:28.218190,마곡테크노타워1차,3027267,BS,35,,N,,Y,1000,10,1000,10,강서구 마곡동 796-5,,126.83,37.56
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,희망주차장(민영),173703,NP,9,,N,,Y,2000,30,1000,15,서초구 서초동 1362-10,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,양재역 주차장(민영),2877728,NP,894,,N,,Y,1500,30,500,10,서초구 양재동 23-0,,127.03,37.48
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,캠코양재타워 부설주차장,774913,BS,363,,N,,Y,1500,30,500,10,강남구 도곡동 949-3,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,서광빌딩 주차장,3039331,BS,50,,N,,Y,1000,10,1000,10,서초구 서초동 1361-10,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,한라비발디스튜디오193 주차장,3039286,BS,60,,N,,Y,0,10,1000,10,서초구 서초동 1363-25,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,동심빌딩 주차장,3043722,BS,30,,N,,Y,3000,30,1000,10,서초구 서초동 1362-16,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,신방빌딩 주차타워,3049644,BS,41,,N,,Y,2000,30,1000,15,서초구 서초동 1366-18,,127.03,37.48
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,강남메인타워 주차장,3042105,BS,50,,N,,Y,500,10,500,10,서초구 서초동 1357-66,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,송남빌딩 주차장,3039290,BS,130,,N,,Y,2000,30,1500,15,서초구 서초동 1358-7,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,지엔씨빌딩 주차장,3048605,BS,20,,N,,Y,5000,30,2000,10,서초구 서초동 1361-1,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,힐튼가든인서울강남점 주차장,3039973,BS,45,,N,,Y,3000,30,1000,10,서초구 서초동 1362-26,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,반도유료주차장,3041938,BS,20,,N,,Y,2000,30,1000,15,서초구 서초동 1363-0,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,장미아파트 유료주차장,3049248,BS,24,,N,,Y,2000,30,2000,30,서초구 서초동 1364-51,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,서초동파커스사옥 주차장,3246647,BS,19,,N,,Y,3000,30,1000,10,서초구 서초동 1365-22,,127.03,37.48
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,유진빌딩 유료주차장,3051272,BS,35,,N,,Y,2000,30,500,10,서초구 서초동 1364-42,,127.03,37.49
양재역,POI041,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.097738,서초두산위브 주차장,3041943,BS,100,,N,,Y,1000,30,1000,10,서초구 서초동 1362-0,,127.03,37.49
연신내역,POI043,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:29.318364,OK주차장(민영),1586066,NP,18,,N,,Y,0,0,0,0,은평구 대조동 185-18,,126.92,37.62
연신내역,POI043,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:29.318364,범일빌딩 주차장,719333,BS,92,,N,,Y,2000,30,2000,30,은평구 갈현동 396-1,,126.92,37.62
연신내역,POI043,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:29.318364,Y타운 주차장,719334,BS,44,,N,,Y,4000,60,4000,60,은평구 갈현동 396-12,,126.92,37.62
연신내역,POI043,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:29.318364,회원빌딩 주차장,712806,BS,44,,N,,Y,2000,30,2000,30,은평구 갈현동 396-9,,126.92,37.62
연신내역,POI043,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:29.318364,대조(민영),172722,NP,10,,N,,Y,2000,30,2000,30,은평구 대조동 198-23,,126.92,37.62
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,AJ파크 우신빌딩점,2914450,BS,145,,N,,Y,2000,30,1000,10,강남구 역삼동 646-15,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,삼익 라비돌 빌딩 부설주차장,760190,BS,47,,N,,Y,4000,60,2000,30,강남구 역삼동 720-2,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,SI타워,3180684,BS,489,,N,,Y,7200,60,1500,10,강남구 역삼동 679-4,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,테헤란로26길(구),1568792,NS,12,,N,,Y,400,5,400,5,강남구 역삼동 803-8,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,남서울주차장(민영),173556,NP,33,,N,,Y,2000,30,1000,10,강남구 역삼동 721-24,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,큰길타워,755980,BS,237,,N,,Y,1000,10,1000,10,강남구 역삼동 677-25,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,아주빌딩,756223,BS,158,,N,,Y,2000,30,1000,15,강남구 역삼동 679-5,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,현대해상 빌딩 부설주차장,757457,BS,145,,N,,Y,2000,30,500,10,강남구 역삼동 646-0,,127.03,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,포스코 P&S빌딩 부설주차장,757562,BS,192,,N,,Y,1500,10,1500,10,강남구 역삼동 735-3,,127.03,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,포장마차주차장(민영),173579,NP,16,,N,,Y,2000,30,2000,30,강남구 역삼동 738-8,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,센터필드 주차장,791599,BS,889,,N,,Y,1500,10,1500,10,강남구 역삼동 676-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,오렌지플래닛빌딩,2956063,BS,95,,N,,Y,1500,10,1500,10,강남구 역삼동 677-23,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,디오빌역삼 주차장,2886749,BS,338,,N,,Y,1500,30,500,10,강남구 역삼동 720-25,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,IS빌딩 주차장,2884642,BS,21,,N,,Y,3000,120,500,10,강남구 역삼동 719-35,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,GFC 주차장,2947382,BS,1312,,N,,Y,3000,30,1000,10,강남구 역삼동 737-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,아세아타워 주차장,2889644,BS,505,,N,,Y,2000,30,1500,10,강남구 역삼동 726-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,역삼민영주차장(민영),3246334,NP,13,,N,,Y,3300,30,1100,10,강남구 역삼동 678-25,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,한경유료주차장(민영),3246335,NP,13,,N,,Y,3000,30,1000,10,강남구 역삼동 678-20,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,한국고등교육재단빌딩 주차장,2959643,BS,66,,N,,Y,1000,10,1000,10,강남구 역삼동 678-39,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,키움예스저축은행 주차장,3179541,BS,30,,N,,Y,2000,30,2000,30,강남구 역삼동 726-11,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,아레나빌딩 주차장,2899449,BS,30,,N,,Y,3000,30,1000,10,강남구 역삼동 721-13,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,하이츠빌딩 주차장,2913101,BS,109,,N,,Y,3000,30,1000,10,강남구 역삼동 642-19,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,근영빌딩 주차장,2900843,BS,20,,N,,Y,1000,10,1000,10,강남구 역삼동 739-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,현익빌딩 주차장,3193994,BS,48,,N,,Y,1000,10,1000,10,강남구 역삼동 736-6,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,역삼대세빌딩 주차장,2950333,BS,33,,N,,Y,1000,10,1000,10,강남구 역삼동 736-58,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,한독약품빌딩 주차장,2942155,BS,110,,N,,Y,1000,30,1000,30,강남구 역삼동 735-0,,127.03,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,케이큐브타워 주차장,2881636,BS,30,,N,,Y,3000,30,1000,10,강남구 역삼동 726-2,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,엠코스퀘어720 주차장,2896576,BS,25,,N,,Y,1000,10,1000,10,강남구 역삼동 720-22,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,신웅타워 주차장,2958572,BS,31,,N,,Y,4500,30,1500,10,강남구 역삼동 719-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,AC호텔바이메리어트서울강남 주차장,2944293,BS,50,,N,,Y,3000,30,1000,10,강남구 역삼동 642-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,LG에클라트아파트 주차장,2956951,BS,112,,N,,Y,2000,30,1000,10,강남구 역삼동 736-24,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,키움저축나대지 주차장,2960210,BS,12,,N,,Y,3000,30,1000,10,강남구 역삼동 726-13,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,경남아너스빌 주차장,3246333,BS,228,,N,,Y,2000,30,1000,10,강남구 역삼동 722-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,창성재단빌딩 주차장,3197880,BS,40,,N,,Y,2000,30,1000,15,강남구 역삼동 646-14,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,아크플레이스 주차장,2945245,BS,301,,N,,Y,3000,30,3000,30,강남구 역삼동 736-1,,127.03,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,제포빌딩 주차장,2959305,BS,40,,N,,Y,1000,10,1000,10,강남구 역삼동 725-7,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,역삼AP타워 주차장,2872949,BS,68,,N,,Y,3000,30,1000,10,강남구 역삼동 719-1,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,성지하이츠3차빌딩 주차장,3197187,BS,150,,N,,Y,3000,30,1000,10,강남구 역삼동 642-6,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,지에스타워,2952342,BS,1079,,N,,Y,3000,30,1000,10,강남구 역삼동 679-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,삼봉빌딩 주차장,2958161,BS,24,,N,,Y,3000,60,500,10,강남구 역삼동 720-19,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,도원빌딩 주차장,2870590,BS,32,,N,,Y,2000,30,1000,10,강남구 역삼동 719-4,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,KP빌딩 주차장,2942053,BS,21,,N,,Y,3000,30,1000,10,강남구 역삼동 646-13,,127.03,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,은혜빌딩 주차장,2944268,BS,10,,N,,Y,1000,10,1000,10,강남구 역삼동 738-6,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,119민영주차장,3246350,BS,25,,N,,Y,3000,30,1000,10,강남구 역삼동 738-20,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,미드타운 주차장,3193012,BS,52,,N,,Y,3000,30,1000,10,강남구 역삼동 739-16,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,KS빌딩 주차장,2908433,BS,25,,N,,Y,3000,30,1000,10,강남구 역삼동 738-0,,127.04,37.50
역삼역,POI042,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:29.745151,테헤란로26길(구),1568792,NS,12,0,Y,2025-08-09 18:03:02,Y,400,,400,,강남구 역삼동 803-8,강남구  -,127.04,37.50
이태원역,POI047,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:29.924623,이태원주차장(민영),3214560,NP,12,,N,,Y,3000,30,1000,10,용산구 이태원동 127-36,,126.99,37.53
이태원역,POI047,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:29.924623,이태원주차장(민영),3214560,NP,13,,N,,Y,3000,30,1500,10,용산구 이태원동 131-25,,126.99,37.53
